Total Duration,Total Cost FCFA
96.89591375832364,72414402.25950731
111.67584506569573,72585707.12820841
141.3565520205943,75392756.48163097
152.7718471808405,54951703.043643385
141.29541169689102,80941382.68679878
121.61069913230862,67381093.04843506
128.18330119600597,72371722.51919621
169.10185169013576,71197504.9388884
140.51430932263685,82297765.7532034
143.54853039555792,81416333.3917465
110.93666785390776,76651844.15174773
153.07310613710035,66737683.622991465
171.5261983800487,75738498.94406395
141.28344997334375,78680508.93895371
136.28629353474568,81362549.022888
115.121925221595,73918738.58173974
163.7245443714585,72415361.55393665
153.9872747233448,70028092.76334786
152.26267585682353,90435380.52896453
102.97955334473076,85397274.90896705
135.96327997848562,76527653.95479122
125.10223776085655,79395838.01647566
150.47029477405388,75208106.47520655
143.48027591802028,78896377.8896341
125.34265815122093,82427084.2807182
126.24471672012172,69792107.46712907
134.3106694561478,67574640.74566087
144.85342194661445,79855662.66572002
155.29835101861167,65370105.15013765
163.65239423244324,67185737.54203787
159.6129052315759,56502878.7930154
107.14912129748893,65297812.85884437
146.9420209044983,75051304.99120604
123.43552389703574,76029332.47499025
144.41623440819046,68590690.25206749
164.54538858891377,73930262.39849727
190.65068967926538,75072969.14570835
133.89254251672438,75363041.83980104
149.20306133035055,63565351.2906615
151.57693196567578,83621579.77364652
141.57540164284242,87722113.00135396
157.5219734283547,68451366.2996262
144.37610118499376,61590249.59714552
131.64535474741842,74519157.4396346
139.87962632865012,68774320.2346715
135.29745138769724,61632423.89768098
132.55620240109093,64303608.94219602
151.45958416978797,70247369.36766922
147.84640303448128,86066275.26580141
141.25552148097455,73182332.70892312
162.5838560952115,71909511.04845113
119.99553302386354,74678959.61320023
120.24247727135258,67770757.66033106
142.6364529528055,77439689.32498688
155.4819796825743,78611882.18238994
158.6102481574751,74947113.78843494
130.61198781410255,78763648.39656939
118.7043084293206,70669656.91020319
164.9984367038443,72734667.44267437
100.39521064472042,69108463.7751571
147.89640789773446,67933881.80692804
154.2662528536813,76704758.87182623
130.07406950616712,62159062.17352264
139.8025393327793,67233649.74155347
132.12614489121722,78277668.62672581
169.12834923633827,78075255.11639105
133.8912682704467,72356795.59618255
111.43211197660237,63249115.30228279
155.20211927035393,68510474.92951599
171.80638500979632,67379944.47795948
129.66775409877488,74007024.9934576
141.28544631719296,68918950.42534596
144.0492117429701,80298537.37796071
134.64285785005066,65581382.812199086
132.14825082269226,66865023.55446691
107.17591980391818,82745367.629216
132.26719692585854,65790802.54827184
114.76589683088692,66695989.66352664
147.2707259771892,72399275.71892983
125.27755628730979,73551134.28868794
111.87451455449835,68833062.4169665
95.12784222399712,74037225.9338626
172.08795850572974,74693490.73343123
124.25340077068991,78456796.54506466
139.68228201092728,70008264.76604441
159.9244989429548,61470719.056578934
139.23891457358786,72439233.26573478
134.19368893999777,69456058.25425415
122.6726303834801,75505530.7280084
119.0435351851905,67936790.24815103
123.98788024993614,74812305.77057941
135.9746794340598,91612834.24888851
157.93496386688514,67827327.19662541
129.42878500279284,73408695.7465549
145.39073702798729,72839093.60581432
113.0501928736536,75308124.22163635
119.63115163804154,67558415.46827482
139.45388718188008,69791569.28388178
115.0732075741543,76719519.78508131
149.57614915267465,78589916.3916225
135.48672682269373,70525346.88773501
173.74121568973547,76188005.62683435
131.92503436940603,72756446.61308539
101.34788294602744,69196503.02651706
102.10495434773158,72030513.24768375
163.91591715030654,77639513.5406881
141.62995024758953,71972038.10501276
164.13093698209414,76712437.53250483
106.24276089712754,64153606.15594568
110.35219784768545,77789328.57946704
148.50335727407324,70037722.31215242
142.14037773819666,69968897.1446557
147.66396877616847,65456465.32980646
125.57193281606811,69091865.95016994
140.6388250476316,75874703.38165438
149.98142793142708,76916064.6638108
110.19957586964435,67105702.275760904
141.1536967200064,63425016.22927373
164.5913923602629,73847068.027918
148.129417173869,74375506.31137463
155.89012808002704,67163281.23575805
95.50814585267838,75876753.16507594
150.4659456505234,68696473.27354178
118.58093826491286,69429841.1268814
149.77282264548793,69609073.61871818
95.40771978624257,68275812.90489866
123.43992386890388,78001304.81379345
137.2840566728105,68848342.94879097
138.32842667890375,75595534.93284471
155.30826032457134,71007035.89219372
144.94634086932027,64678169.54912269
102.05645264118122,79557189.99812865
166.93566508409526,72729118.78034702
130.0926515490379,63286979.86350344
143.83867305723714,67246534.52172972
119.37082758174733,80796081.94385128
139.93463796946662,72144891.56520425
138.24731033698643,77421640.03734072
134.92077602440315,81814332.0329513
152.21559251804644,61078710.206558034
149.01899744551318,71500509.75215676
127.31365837709515,64944616.985937595
115.26140203020503,72220304.6918526
153.60114676631184,75238405.56553252
174.924403235703,75593167.91239841
146.44069574445447,65144412.04299717
160.5017194514942,62004649.67446959
152.48519915856915,71106286.01231158
146.86749954557303,66611563.64194718
147.9095686186626,77044395.42341815
122.2840014814824,72948493.09838066
175.41910530653183,65457299.45702442
122.69972827847592,76090528.26033238
158.85692679358672,80044573.08752838
144.49441117573264,68727075.37779698
101.52956095296845,78894164.11269183
127.3176774989742,78304963.13400336
161.24256531018688,68541039.71998647
140.41074604964132,67649037.7165744
120.10136159708573,67599184.82158582
153.9821888708487,72489894.20685568
103.19630541780109,81286484.63240781
115.41885458854098,76746703.31463435
124.0973523758405,75905096.01572466
138.8407478209469,66614277.37174353
112.97563629168619,70461699.41870517
111.73247726961527,69354059.76664037
190.28420390958382,75515107.41592905
104.69323417979554,81565083.82409745
160.37597781954622,71543372.88393381
120.88407813307526,67896418.99027774
153.91997430491904,66067928.43933385
114.00137954210398,74357550.76898497
145.97325743199505,66063965.40414639
158.51199108371068,72432529.66601756
151.82193032788166,75012518.51783058
151.15474374952106,83475648.19543603
118.80743505630188,80391298.678007
169.72901637984177,78355169.0558524
108.86652819936617,72423065.82570104
124.85474999633308,73445598.73709735
178.657336212584,69755849.5462329
109.84444236821989,68228113.72480626
131.4501902575448,78854958.47367242
110.88932211404287,78431853.24893266
169.62112159071714,67228964.68324424
152.39084405836377,72538405.13574031
132.05893942922717,71510414.97841953
155.3343920283412,63438334.14824468
127.03121972537184,63478356.19237294
137.4259383113611,67565197.2330514
158.51121309884428,64944567.302009396
132.8517687148086,62137989.43795928
160.02448848441657,59710653.23512491
151.0362807181348,77124793.55859298
145.77066625063947,72618618.08164321
135.1091249817625,64597361.44537372
169.29621887407933,75478464.44812314
184.12590339596636,78840366.54255901
184.38014435351062,68282223.09254293
127.05177361552205,68372875.92914213
106.34337709130436,70352587.20580052
122.72630832707307,68412176.09066613
144.69150400645748,78231713.4443191
151.18546380716057,79904071.49834973
118.77679436638876,74191595.7475627
142.09201328681885,74779357.20922187
134.78477525471186,67400809.12223634
163.092646183443,78783742.36341292
124.58119510272917,75704190.59220377
150.7801548802007,68660345.82215708
175.9511501650296,73828521.6175994
129.04034300945648,76302774.98294024
150.72400460864114,65786939.42455263
130.24782632142896,80386289.4146719
141.37728897875766,80936253.80107205
99.1288657322584,74239860.74204037
130.8226742099641,81627303.14882633
145.6406158143655,70924437.8570392
119.55555438379365,60369964.72484464
142.26940998389153,80662957.80016936
117.81313956604045,69347652.92276523
118.78377900621575,75808820.38350502
112.39991687970391,71949131.11108446
141.62270339929546,81635479.46856698
137.66083609653546,79553545.85411324
153.63232023108975,80318559.59157695
143.0988944719535,83628748.41663705
117.79772263267834,61432745.14739571
130.34320990800921,72024393.91533317
164.06359354336135,71113137.2912731
193.37827481889747,71976369.38789724
163.5805992785002,67739376.43591978
103.98219712232964,74486898.97340353
145.8804187293235,75462079.83035174
124.34293157963039,77771603.80996129
177.0638608826492,79816917.52844541
117.60502722701018,81926349.89067009
136.72223976882273,75287555.80359474
102.48581600189863,78658655.09082052
153.95190546759636,62881683.13171368
135.92602195493873,64478465.708924234
129.47366589393206,69920171.21191792
142.99317452488935,66816867.005397364
140.62128653770483,68655309.26096724
161.58568413935595,75743352.82469647
145.06464342171523,75560847.5217904
139.55258255189574,70039991.18156086
174.14227978239782,66946347.41479651
138.84447070037643,72713847.88755988
141.45449421119608,59042697.783923805
114.966356296872,75133298.29634933
159.92965768182668,76811471.79951717
128.1102989379896,82630057.59328108
138.49479258929486,72018628.80172515
128.88838341700784,63461171.76462657
155.46120757260584,67463262.46367425
168.99511524377016,67692308.22810522
145.7226594254073,68377698.77472669
145.32205553349445,72628472.47283407
123.60778441850795,72669062.44713525
150.26427478270716,80102471.19869205
113.84394073081525,73103682.92555806
154.18190370160318,76382410.4976248
149.17798833332023,57285746.98613888
167.64660163558364,69236471.75297801
104.76299489783544,79261917.25599763
125.06227403078171,69497315.36303535
171.8531615137778,73633519.95362702
137.31214102347272,68335478.33802894
141.99893749863597,68031400.16786806
135.71824826837906,68175708.13305323
130.03895870998286,75736973.17859855
135.96869725949892,68715946.24267785
145.38731842344225,70001265.60318227
150.08868816431416,79283810.7214244
142.62640345026443,76031200.20555419
126.22216277485556,72811171.35644533
151.02965070649435,67144248.64309596
163.84061976021707,67813911.9081108
143.93721536716006,71292729.37579295
136.64702079610117,69291751.05952297
128.83353903789506,68556542.0188843
122.588171002182,73726180.07393397
136.67232481099336,75013442.44457501
156.77878089723433,74963545.9633222
141.116224691684,78213751.90399252
158.0391984509717,64765636.12390214
161.52568971617274,66899205.02940728
183.5579042712893,76162185.63477102
130.47560062074749,75610566.30451724
161.57123893957188,71716470.42308034
146.5258626245447,73348147.02049413
138.52492256394714,66794860.65241918
125.1173514477439,64505437.38766182
96.99984237593667,74194147.55707565
166.52807430395336,70145781.74150129
122.76334295399259,75770453.84949894
141.04327948254974,70771555.33292525
140.477644971968,75649442.85812089
166.84651811354414,71718111.88096601
138.18094376621283,73709126.12912656
158.69286510127546,79069567.33367369
135.8722070939501,73423001.3734401
140.13310440338904,69982507.50264214
153.44558073327752,69334300.52690813
147.94019990146376,80455046.28802165
115.7276991362569,75061409.25755559
128.0774699687442,78925386.2619648
96.15426956582928,78392300.3717172
146.54353684460773,76179710.32973795
164.9986517296731,77915506.7529838
84.20762045299905,72698840.73443727
131.08373649367834,73251167.32182378
154.43912611942412,59157443.62057948
123.93094216275172,73398009.02885908
140.10258222869064,79998564.63639627
143.8628325858133,70429954.94202937
136.6801842872037,77282819.94268137
151.26502568920444,68328019.57263313
138.9218395781874,64137722.84812258
130.49491310550798,67393026.3405815
159.66716518519036,63127907.48787223
148.7372467915096,56116171.10774839
142.75647479192375,75539758.39485152
116.54600994089951,67699502.67932193
149.72035038788562,78461477.25548741
101.5249264608395,65105258.415066734
155.91790895392086,74546591.83028966
127.79165848022639,74200187.26336858
160.96844326798225,69193444.966819
104.53703432220615,66826775.21957312
129.80372464084323,62931806.16459503
148.52409379631317,68854036.28742509
143.99353412777558,85093295.93463379
142.88973160478537,86263736.15439479
134.37989551581776,75902608.61135112
125.31275126108729,82852106.51905948
126.8012329982535,76723970.50618826
145.69613762209653,68314442.9733009
158.93521430972905,70453473.91126236
154.9601346988677,76317287.84121202
169.3828477613598,64351696.12082216
145.02404413199105,74314383.00668678
130.0123693209374,73234695.97376168
128.67297373062235,67111715.67885265
146.4132229087984,74706528.08413433
166.46011073351747,72792526.63704762
130.9495224950094,74779780.97014128
145.78552940895904,74721566.57372358
156.70925556645537,73008000.20978925
114.46526899402983,57168878.32877579
155.20109850304556,70978227.1602595
142.38366857206697,68222389.23361778
124.60981177361127,70744677.0541265
170.0973683900845,65970303.82893322
143.88399292255198,67955887.07949984
143.85554664515467,84237477.90977386
122.43934697350439,65270415.909243934
138.5682636510686,74789828.97716464
128.506462255318,75503308.5611239
113.16711594527796,84373776.03703797
160.0625465768413,68388924.30756971
160.30384173332936,78901552.22892906
144.25040617957285,60492573.48497533
120.17890582368734,71200540.55532153
127.47101472524278,61016916.97483238
121.94799060299714,83866867.29437467
145.96937598387024,69062269.11665408
104.88091735453747,61342506.099737994
124.48829249685716,73289093.59432356
137.99100193867528,76880966.15954375
141.36461633586794,69841616.56701681
134.08170990969666,82091155.52479321
132.234537297191,76290810.60420388
161.26311834887176,76725192.42799261
143.72664423892647,62326225.79332653
138.00475448811036,71450383.59872618
132.27054143576765,65282782.94187587
147.2538685117441,72289176.2509597
132.26424981400734,59835502.08528995
162.82169127806105,70703662.51938584
169.47950823348185,65888383.511649564
165.37643334936047,76311319.68873972
148.5217255395939,71577783.69212008
157.35358382789684,74333763.12871735
145.64590045076378,75334902.40473872
136.19275832752737,69438577.11006509
154.10041395113856,77021372.95099172
120.92077073394987,82134828.56409387
102.7016144496297,73295427.26152088
159.9304059705306,66693717.37946458
105.9508219267019,71087377.9198209
121.56646845864825,67762376.89106879
142.19462480934118,70761514.95700549
131.6916174781739,69731168.32409035
152.55570374517694,77760324.31423327
166.54768025518592,78529440.96620868
145.32549651769298,58138490.22834831
146.62759739396154,75232201.89197467
150.09101513620462,61796206.4810154
128.06675316400108,79600286.95228592
127.69980764123451,68412039.20610009
135.19371948315495,76908895.77858752
141.2460547246406,71317939.93168917
117.34227138090917,63417454.592216805
131.91957340865545,67126534.16731882
132.49604291000267,72294602.2598506
136.23950656769267,72118552.54564786
124.26009350712395,73469072.36939973
144.27876245868993,68968030.78607763
109.30545554991846,70690807.56971677
130.04692685621714,75910805.0306797
139.48981762684537,70588388.5110777
161.7029362307938,80283755.9279854
159.64829824774785,70082197.38148677
117.5167567260514,67073411.2471589
109.50504317067538,74504124.83660156
133.37448810912818,65890380.05900028
144.88072253981989,79146680.97451401
109.37031898771338,73910090.29001822
151.8696525808521,63362950.30461831
132.0069722455724,78428985.65718585
129.35831354651287,65684015.90187227
129.2453020947873,70683104.08117759
125.86180371319728,63837636.51099764
135.9866051631149,68119088.62615857
133.15187672689487,76792991.00727294
129.16279404024223,75679361.70749931
131.80619141575096,75885851.67703964
139.1321110313562,78248322.99954344
157.03571280562204,66070440.98901859
148.98537385746408,68951388.83693774
147.5909543908778,67898776.83982235
130.3231072826788,74730786.03270562
137.9130446757222,69886496.63001536
125.13216844195051,76267311.62419367
123.93574205023069,76993919.68373086
124.85437904925679,74782605.9617913
128.33637765856338,64585031.94736504
149.28708568136574,69713301.72591378
115.79912707958188,73193926.37093402
107.9905368537889,79253552.78903088
114.03172813402698,69466666.41647878
149.9787855778433,72030782.84855579
141.04327489876454,56672009.98090284
101.29428989069352,71212138.41899101
158.76428541419222,80213038.48085202
115.65430165651914,74192314.23602237
130.8976094429804,78293014.68797627
160.45144850534,64121412.103668384
187.71924037643743,78796347.01311344
127.81108592463315,60086717.91136395
